Gender,Height,Weight,BMI
Male,1.818819979,92.95325329,Overweight
Male,1.757600181,81.05033439,Overweight
Male,1.708453809,74.39563231,Overweight
Male,1.871603912,101.2734878,Overweight
Male,1.766245261,92.06026406,Overweight
Male,1.73511362,85.90659882,Overweight
Male,1.720569672,80.81673865,Overweight
Male,1.82132637,101.2867921,Obesity
Male,1.616259521,75.76288511,Overweight
Male,1.745518441,81.85915041,Overweight
Male,1.700513278,74.58828094,Overweight
Male,1.592757539,68.02501916,Overweight
Male,1.835363587,87.50255363,Overweight
Male,1.801079788,91.57296674,Overweight
Male,1.717290027,81.58669764,Overweight
Male,1.798359597,89.11618817,Overweight
Male,1.760341134,85.0719278,Overweight
Male,1.682569618,77.87864369,Overweight
Male,1.714301702,86.95340713,Overweight
Male,1.671478707,75.22852703,Overweight
Male,1.814670124,84.21513416,Overweight
Male,1.738995908,80.86719856,Overweight
Male,1.625293285,68.48288981,Overweight
Male,1.803448201,95.22226167,Overweight
Male,1.730748994,78.99658679,Overweight
Male,1.737243166,81.59166498,Overweight
Male,1.729643982,76.08876129,Overweight
Male,1.730770995,83.02759359,Overweight
Male,1.749046294,76.90961745,Overweight
Male,1.680180855,78.66721927,Overweight
Male,1.681633214,82.05005485,Overweight
Male,1.712775853,83.23818387,Overweight
Male,1.764566093,93.42993223,Obesity
Male,1.791102836,83.3519957,Overweight
Male,1.811994751,91.60494351,Overweight
Male,1.803449397,98.03034601,Obesity
Male,1.681539632,72.29817573,Overweight
Male,1.842599999,95.40691954,Overweight
Male,1.713975535,81.01985469,Overweight
Male,1.659900428,66.55999829,Normal
Male,1.799439185,88.8754625,Overweight
Male,1.776437272,77.19040588,Normal
Male,1.644391313,76.95372172,Overweight
Male,1.760433433,89.98298841,Overweight
Male,1.748496957,81.60470113,Overweight
Male,1.573208011,66.79763009,Overweight
Male,1.742270723,80.27864043,Overweight
Male,1.65655182,84.12670506,Obesity
Male,1.634074662,80.50976879,Obesity
Male,1.74622223,77.03238514,Overweight
Male,1.841237247,90.07506967,Overweight
Male,1.707741845,92.23808709,Obesity
Male,1.708495563,87.64199059,Obesity
Male,1.654010009,80.80058605,Overweight
Male,1.683075629,73.8355168,Overweight
Male,1.719622663,72.25108692,Normal
Male,1.664479678,78.06967499,Overweight
Male,1.774671833,91.55166782,Overweight
Male,1.739439634,77.27045387,Overweight
Male,1.834234669,93.16315234,Overweight
Male,1.73176013,77.0143733,Overweight
Male,1.828322646,90.91676056,Overweight
Male,1.678054473,81.00652084,Overweight
Male,1.69306657,76.20981978,Overweight
Male,1.717025375,80.63342863,Overweight
Male,1.73344698,87.66918403,Overweight
Male,1.646138985,73.6540606,Overweight
Male,1.714302344,83.18143567,Overweight
Male,1.73179056,82.12559637,Overweight
Male,1.766655977,95.64976103,Obesity
Male,1.686617142,75.10054663,Overweight
Male,1.691440791,88.97136766,Obesity
Male,1.827171519,91.64664208,Overweight
Male,1.73449086,77.29824678,Overweight
Male,1.77686846,91.60203591,Overweight
Male,1.82501868,87.7187891,Overweight
Male,1.670189665,81.58110196,Overweight
Male,1.702609043,70.9825826,Normal
Male,1.948429805,106.6101857,Overweight
Male,1.843306483,104.5804142,Obesity
Male,1.771111644,92.48543794,Overweight
Male,1.84910029,98.98121178,Overweight
Male,1.842499593,101.0000506,Overweight
Male,1.836286482,94.56253137,Overweight
Male,1.70823445,82.00026198,Overweight
Male,1.928989294,105.1992105,Overweight
Male,1.684432291,77.38000929,Overweight
Male,1.807363759,85.3984264,Overweight
Male,1.808281938,88.93194114,Overweight
Male,1.833816805,97.34246895,Overweight
Male,1.908576864,101.6609765,Overweight
Male,1.636052846,71.93034599,Overweight
Male,1.644254379,75.52357364,Overweight
Male,1.610730513,72.63850212,Overweight
Male,1.723356097,79.91049752,Overweight
Male,1.674667335,79.14513378,Overweight
Male,1.802550381,87.9544366,Overweight
Male,1.716550981,84.81789687,Overweight
Male,1.742167469,78.74166434,Overweight
Male,1.786248737,87.70045298,Overweight
Male,1.838819802,94.54513301,Overweight
Male,1.798849761,93.45491047,Overweight
Male,1.673943852,78.27874416,Overweight
Male,1.899802526,105.5215576,Overweight
Male,1.719095343,80.39471208,Overweight
Male,1.705761454,79.67193351,Overweight
Male,1.823080967,96.44549899,Overweight
Male,1.642496891,75.73589519,Overweight
Male,1.730318316,89.09200745,Overweight
Male,1.696387952,75.03828802,Overweight
Male,1.696868586,80.08884277,Overweight
Male,1.72430475,79.22076573,Overweight
Male,1.757008854,88.55818139,Overweight
Male,1.783713052,93.29681578,Overweight
Male,1.647337299,71.82241152,Overweight
Male,1.722655769,76.6937927,Overweight
Male,1.611382286,61.53242005,Normal
Male,1.824950245,98.95448288,Overweight
Male,1.694893071,70.71478475,Normal
Male,1.827994964,91.41156906,Overweight
Male,1.930942226,107.0141737,Overweight
Male,1.815492973,88.62852819,Overweight
Male,1.71119314,80.1207507,Overweight
Male,1.792103191,90.01998108,Overweight
Male,1.774624373,84.23970465,Overweight
Male,1.725868279,80.44353414,Overweight
Male,1.882255795,97.86687544,Overweight
Male,1.756863042,84.83187367,Overweight
Male,1.690553606,77.83089162,Overweight
Male,1.694220767,78.39875468,Overweight
Male,1.70805005,76.33059189,Overweight
Male,1.753905191,74.30766321,Normal
Male,1.795087778,86.19310956,Overweight
Male,1.663674476,71.15495512,Overweight
Male,1.65575541,78.29291964,Overweight
Male,1.716230832,76.68607017,Overweight
Male,1.874910796,104.9496259,Overweight
Male,1.818806731,94.00715825,Overweight
Male,1.720208631,78.08712024,Overweight
Male,1.733070752,90.64027242,Obesity
Male,1.674607311,76.24446626,Overweight
Male,1.817331791,89.72939473,Overweight
Male,1.75677528,89.30877896,Overweight
Male,1.742380547,81.74715768,Overweight
Male,1.804860776,85.78967497,Overweight
Male,1.616559113,71.85927719,Overweight
Male,1.808034367,94.76565747,Overweight
Male,1.679668299,84.88571466,Obesity
Male,1.652457277,71.47813028,Overweight
Male,1.729520909,82.39246709,Overweight
Male,1.803225855,92.87145525,Overweight
Male,1.885217842,104.838805,Overweight
Male,1.760908802,84.48533361,Overweight
Male,1.649256092,82.14273052,Obesity
Male,1.736009795,90.22896501,Overweight
Male,1.801599777,92.24721515,Overweight
Male,1.561536354,73.04135374,Overweight
Male,1.739666643,86.09479243,Overweight
Male,1.830067203,90.81040139,Overweight
Male,1.842050342,100.6351233,Overweight
Male,1.809341349,97.09597075,Overweight
Male,1.835381526,91.49015123,Overweight
Male,1.716152014,84.90656817,Overweight
Male,1.835597218,89.14328676,Overweight
Male,1.590046299,68.81929745,Overweight
Male,1.682405507,75.88482134,Overweight
Male,1.76912111,90.19390974,Overweight
Male,1.759862404,81.09750865,Overweight
Male,1.79642208,87.78785645,Overweight
Male,1.74824682,89.69233181,Overweight
Male,1.676766477,83.67040201,Overweight
Male,1.686938004,70.39510688,Normal
Male,1.69203686,73.02467867,Overweight
Male,1.728084473,85.76719917,Overweight
Male,1.79076091,78.46496463,Normal
Male,1.756606329,88.85652135,Overweight
Male,1.798193574,97.86086615,Obesity
Male,1.655937179,75.61713076,Overweight
Male,1.899557144,108.6191102,Obesity
Male,1.805099419,83.58759168,Overweight
Male,1.761088624,90.71109304,Overweight
Male,1.77543978,86.82305674,Overweight
Male,1.636399922,76.70667161,Overweight
Male,1.72344412,88.33455745,Overweight
Male,1.715746365,83.12823329,Overweight
Male,1.89909315,95.42210763,Overweight
Male,1.814041228,89.83048635,Overweight
Male,1.704856747,78.31905008,Overweight
Male,1.774433533,89.38976379,Overweight
Male,1.73814266,86.41191139,Overweight
Male,1.725510458,83.71289069,Overweight
Male,1.739781716,81.61472539,Overweight
Male,1.657201243,72.34938446,Overweight
Male,1.782707942,89.75882933,Overweight
Male,1.806044982,98.55175476,Obesity
Male,1.738568495,85.23330517,Overweight
Male,1.661682651,80.22304508,Overweight
Male,1.719600018,83.98174329,Overweight
Male,1.885265802,101.2907406,Overweight
Male,1.807648045,93.86768099,Overweight
Male,1.707661606,77.57191612,Overweight
Male,1.724166204,79.47968205,Overweight
Male,1.711359937,78.61220894,Overweight
Male,1.746535672,82.15729257,Overweight
Male,1.821313922,91.90182531,Overweight
Male,1.762277268,90.65077853,Overweight
Male,1.872399802,101.3844899,Overweight
Male,1.764115756,99.45535605,Obesity
Male,1.797971761,95.80592458,Overweight
Male,1.822918979,91.08081228,Overweight
Male,1.761323731,94.71444361,Obesity
Male,1.658265048,73.21885768,Overweight
Male,1.801414848,94.27272177,Overweight
Male,1.742355232,82.0236028,Overweight
Male,1.742536429,80.20208548,Overweight
Male,1.764760101,88.27071256,Overweight
Male,1.674644764,73.93932053,Overweight
Male,1.740492971,78.59418392,Overweight
Male,1.877799753,97.80352311,Overweight
Male,1.808427621,95.3153413,Overweight
Male,1.690537307,83.93371787,Overweight
Male,1.822253816,85.25958147,Overweight
Male,1.771518665,85.35745278,Overweight
Male,1.695466615,81.43882264,Overweight
Male,1.770187525,96.03378563,Obesity
Male,1.788249328,89.67157411,Overweight
Male,1.753101297,84.49874286,Overweight
Male,1.644200094,75.34438561,Overweight
Male,1.803351091,85.64350837,Overweight
Male,1.637279282,73.2001205,Overweight
Male,1.771637874,87.7592832,Overweight
Male,1.81678196,85.85691257,Overweight
Male,1.735529063,94.24957954,Obesity
Male,1.797423892,90.41136097,Overweight
Male,1.814043861,95.19002633,Overweight
Male,1.762518042,81.72615304,Overweight
Male,1.828843998,89.00128869,Overweight
Male,1.757463464,85.92794247,Overweight
Male,1.680625627,75.07610181,Overweight
Male,1.708712432,82.73261106,Overweight
Male,1.801262219,85.98182789,Overweight
Male,1.75564515,86.01279762,Overweight
Male,1.712189257,77.19742368,Overweight
Male,1.852641686,98.02007668,Overweight
Male,1.790469589,80.3165259,Overweight
Male,1.75280979,88.92725081,Overweight
Male,1.695757592,76.06760349,Overweight
Male,1.755664859,81.46869299,Overweight
Male,1.857407187,100.0902481,Overweight
Male,1.714165327,74.52300707,Overweight
Male,1.64985899,71.00746273,Overweight
Male,1.721675223,83.31624532,Overweight
Male,1.718624929,77.2492094,Overweight
Male,1.688500484,76.48797789,Overweight
Male,1.853871583,95.09010812,Overweight
Male,1.7669061,88.60739507,Overweight
Male,1.803490428,88.1431774,Overweight
Male,1.775857189,99.50353209,Obesity
Male,1.821107401,93.05972773,Overweight
Male,1.718308498,81.13973157,Overweight
Male,1.734707086,82.42897511,Overweight
Male,1.744656294,92.33333895,Obesity
Male,1.7504606,74.9133944,Normal
Male,1.751606344,89.78011299,Overweight
Male,1.708079774,78.6002511,Overweight
Male,1.750462936,83.43724546,Overweight
Male,1.67229903,63.29152742,Normal
Male,1.642645319,72.66023631,Overweight
Male,1.683915802,74.20946656,Overweight
Male,1.704278678,87.9764851,Obesity
Male,1.701756559,86.13410101,Overweight
Male,1.802434061,83.56250178,Overweight
Male,1.737890154,86.54333156,Overweight
Male,1.718374201,85.36632256,Overweight
Male,1.920752906,102.6060393,Overweight
Male,1.791950747,89.75650061,Overweight
Male,1.749827308,86.41539355,Overweight
Male,1.734427111,79.94404027,Overweight
Male,1.650874988,80.61558825,Overweight
Male,1.665624597,78.78511669,Overweight
Male,1.760374641,95.46464496,Obesity
Male,1.668899772,77.15625472,Overweight
Male,1.722221372,78.68001924,Overweight
Male,1.758090142,83.88580324,Overweight
Male,1.727581153,88.12700439,Overweight
Male,1.572944503,67.65310384,Overweight
Male,1.708565613,87.30320131,Overweight
Male,1.718991275,81.53352849,Overweight
Male,1.777260952,92.01716681,Overweight
Male,1.658961923,74.09757872,Overweight
Male,1.826412538,98.44203514,Overweight
Male,1.682341163,83.08046975,Overweight
Male,1.671699548,75.56099306,Overweight
Male,1.850261676,93.10016131,Overweight
Male,1.802115864,86.04780347,Overweight
Male,1.812132714,99.1490135,Obesity
Male,1.80481387,92.1424217,Overweight
Male,1.572908901,63.45982065,Overweight
Male,1.746566422,89.03729999,Overweight
Male,1.716632112,81.61798877,Overweight
Male,1.710987045,74.45527723,Overweight
Male,1.673330577,76.28277308,Overweight
Male,1.744846959,86.06569907,Overweight
Male,1.766185483,88.52772822,Overweight
Male,1.692521147,86.39474236,Obesity
Male,1.7731715,92.72626958,Overweight
Male,1.744468792,88.9728069,Overweight
Male,1.81902554,95.10498567,Overweight
Male,1.770120801,86.605863,Overweight
Male,1.800887594,89.7861924,Overweight
Male,1.727347675,84.72206701,Overweight
Male,1.793639897,85.57640494,Overweight
Male,1.817908332,80.00303415,Normal
Male,1.854526727,94.95017902,Overweight
Male,1.543002194,61.76465455,Overweight
Male,1.754685838,86.6066713,Overweight
Male,1.761203936,86.83821722,Overweight
Male,1.721031298,83.88650158,Overweight
Male,1.931087879,105.3755319,Overweight
Male,1.83458145,91.52527392,Overweight
Male,1.75059445,85.42444025,Overweight
Male,1.659507163,79.22242703,Overweight
Male,1.674683048,83.43522691,Overweight
Male,1.789853908,85.05641156,Overweight
Male,1.858798508,96.99949384,Overweight
Male,1.741192344,79.47817197,Overweight
Male,1.74064697,76.90416739,Overweight
Male,1.615349968,65.58573927,Overweight
Male,1.705463727,79.68667523,Overweight
Male,1.798735814,89.44761736,Overweight
Male,1.867669234,101.1174124,Overweight
Male,1.679983151,75.02617853,Overweight
Male,1.724833984,77.29989274,Overweight
Male,1.814407746,98.26344919,Overweight
Male,1.704662067,78.79233426,Overweight
Male,1.861411516,98.83590046,Overweight
Male,1.617283612,73.03427485,Overweight
Male,1.758323136,87.88631933,Overweight
Male,1.76962115,80.33983435,Overweight
Male,1.790330383,92.90809258,Overweight
Male,1.752718818,80.16417257,Overweight
Male,1.738830508,87.43524924,Overweight
Male,1.677028238,75.7321832,Overweight
Male,1.760681496,84.70286088,Overweight
Male,1.75457461,85.50489461,Overweight
Male,1.868481667,94.51110579,Overweight
Male,1.678627298,73.2532094,Overweight
Male,1.867560002,97.50706616,Overweight
Male,1.769848129,93.04688527,Overweight
Male,1.69359024,83.0968328,Overweight
Male,1.853226303,94.75312093,Overweight
Male,1.733470552,94.31337812,Obesity
Male,1.827698298,95.55542698,Overweight
Male,1.804889287,92.65652502,Overweight
Male,1.701214529,88.54058239,Obesity
Male,1.739341253,86.49365433,Overweight
Male,1.810624811,90.55298705,Overweight
Male,1.65050359,75.6689193,Overweight
Male,1.69575185,81.10111969,Overweight
Male,1.746660508,84.26476447,Overweight
Male,1.752410607,87.88571385,Overweight
Male,1.810897943,103.7820837,Obesity
Male,1.753856751,87.2482859,Overweight
Male,1.690153643,79.82470371,Overweight
Male,1.740294296,79.89625695,Overweight
Male,1.713476769,80.50465344,Overweight
Male,1.812477513,91.51707431,Overweight
Male,1.742196313,80.21460631,Overweight
Male,1.771296602,84.1523203,Overweight
Male,1.77377997,85.29390644,Overweight
Male,1.839228878,85.90326613,Overweight
Male,1.66203876,75.34015431,Overweight
Male,1.683198482,77.22411904,Overweight
Male,1.777347242,96.52630943,Obesity
Male,1.808713533,88.97003245,Overweight
Male,1.776409965,91.75216777,Overweight
Male,1.813204964,91.32258767,Overweight
Male,1.640555054,71.87350961,Overweight
Male,1.747341804,79.14703505,Overweight
Male,1.738521967,83.36267212,Overweight
Male,1.757720084,85.32224554,Overweight
Male,1.76342084,79.91993022,Overweight
Male,1.76799812,88.0878893,Overweight
Male,1.851195357,88.08734363,Overweight
Male,1.579329613,66.17854771,Overweight
Male,1.749417548,87.01423581,Overweight
Male,1.805434122,95.1878931,Overweight
Male,1.833436367,91.29059016,Overweight
Male,1.830393976,94.70177844,Overweight
Male,1.71145347,82.8591953,Overweight
Male,1.725539717,75.49361574,Overweight
Male,1.798369029,87.72176378,Overweight
Male,1.66494768,80.94266674,Overweight
Male,1.782857102,93.41354871,Overweight
Male,1.823186482,90.35999085,Overweight
Male,1.730509326,87.10307516,Overweight
Male,1.736330857,79.49692602,Overweight
Male,1.678695068,77.11356345,Overweight
Male,1.818135128,93.14402686,Overweight
Male,1.86783136,88.9236703,Overweight
Male,1.806334509,94.41302325,Overweight
Male,1.798175285,92.02962462,Overweight
Male,1.821918136,85.5451941,Overweight
Male,1.605191871,73.67682493,Overweight
Male,1.729768281,82.94038541,Overweight
Male,1.672744933,71.35794194,Overweight
Male,1.735999995,81.04600059,Overweight
Male,1.766829815,84.92035388,Overweight
Male,1.745698923,77.84589747,Overweight
Male,1.782020252,90.96069901,Overweight
Male,1.750652751,87.96389926,Overweight
Male,1.633224425,70.52889714,Overweight
Male,1.78957308,87.32911747,Overweight
Male,1.743051205,72.51233631,Normal
Male,1.769484694,79.94979679,Overweight
Male,1.754095667,77.88579529,Overweight
Male,1.70756545,82.42202947,Overweight
Male,1.679341312,77.73961754,Overweight
Male,1.742881639,81.2528533,Overweight
Male,1.758924925,85.03460711,Overweight
Male,1.768904417,82.55579528,Overweight
Male,1.84904452,97.28370673,Overweight
Male,1.906117475,94.58591906,Overweight
Male,1.802706177,86.28317419,Overweight
Male,1.889455516,98.49468622,Overweight
Male,1.634798962,70.79387178,Overweight
Male,1.811705827,93.61467162,Overweight
Male,1.706169421,80.80867644,Overweight
Male,1.889802466,103.7992656,Overweight
Male,1.622245192,79.13972162,Obesity
Male,1.749704191,74.48656609,Normal
Male,1.832152552,96.232843,Overweight
Male,1.737454645,93.44672858,Obesity
Male,1.653353472,75.94651109,Overweight
Male,1.75843385,88.54961322,Overweight
Male,1.827473822,94.88032845,Overweight
Male,1.713559963,82.69040473,Overweight
Male,1.76054788,86.26646116,Overweight
Male,1.618768623,72.73116564,Overweight
Male,1.541267362,58.64990997,Normal
Male,1.794848406,88.73453331,Overweight
Male,1.716888391,84.70894871,Overweight
Male,1.8960975,103.1924726,Overweight
Male,1.789863803,89.44268703,Overweight
Male,1.827377867,95.05305339,Overweight
Male,1.880254071,95.14512774,Overweight
Male,1.797868595,99.98836281,Obesity
Male,1.644072327,76.75136656,Overweight
Male,1.736928812,84.29808501,Overweight
Male,1.815318208,87.40331975,Overweight
Male,1.700389125,80.29761721,Overweight
Male,1.798243267,90.69453338,Overweight
Male,1.658427843,76.52563798,Overweight
Male,1.56855185,56.03137745,Normal
Male,1.587009051,72.68459731,Overweight
Male,1.722264269,89.39509571,Obesity
Male,1.765960255,73.46872151,Normal
Male,1.841519219,91.46912013,Overweight
Male,1.790326487,88.35346127,Overweight
Male,1.693919294,73.73836797,Overweight
Male,1.810814707,79.74644847,Normal
Male,1.823637887,94.97278007,Overweight
Male,1.855631144,92.74157074,Overweight
Male,1.748875201,95.64852963,Obesity
Male,1.677554274,76.8050479,Overweight
Male,1.879241896,101.2989346,Overweight
Male,1.758991094,87.51916622,Overweight
Male,1.761252693,78.4282347,Overweight
Male,1.80279713,86.89559628,Overweight
Male,1.614456452,71.26816841,Overweight
Male,1.772161834,82.91457386,Overweight
Male,1.65578733,68.89470191,Overweight
Male,1.777465097,87.69796844,Overweight
Male,1.771665168,84.10864383,Overweight
Male,1.807754351,88.6238531,Overweight
Male,1.792528845,79.0143145,Normal
Male,1.667537674,74.6838384,Overweight
Male,1.705315719,74.31878184,Overweight
Male,1.674319408,79.25157524,Overweight
Male,1.874180566,96.569989,Overweight
Male,1.720526184,78.37809426,Overweight
Male,1.664819537,78.00890242,Overweight
Male,1.808833379,88.86929434,Overweight
Male,1.666045792,79.29484356,Overweight
Male,1.667955884,79.18212927,Overweight
Male,1.574107491,63.62886502,Overweight
Male,1.877058443,97.77615692,Overweight
Male,1.837491465,97.91156803,Overweight
Male,1.785917036,83.5715411,Overweight
Male,1.704735335,76.29515739,Overweight
Male,1.674685037,68.66685174,Normal
Male,1.707584724,84.3545772,Overweight
Male,1.780904328,92.18882361,Overweight
Male,1.900974093,101.5799645,Overweight
Male,1.638993487,67.34579573,Overweight
Male,1.779301869,93.98183446,Overweight
Male,1.824562487,93.07393127,Overweight
Male,1.850053188,94.99236349,Overweight
Male,1.86186739,90.34052551,Overweight
Male,1.686387088,74.87198637,Overweight
Male,1.689485114,81.99153251,Overweight
Male,1.75952944,91.76109921,Overweight
Male,1.73309163,88.5692767,Overweight
Male,1.788512273,83.56646151,Overweight
Male,1.771062884,85.48111776,Overweight
Male,1.663972641,71.30694184,Overweight
Male,1.756086642,89.15456189,Overweight
Male,1.871121195,94.51323201,Overweight
Male,1.673675914,71.75144403,Overweight
Male,1.736202496,83.73237013,Overweight
Male,1.788788155,89.76926833,Overweight
Male,1.830837109,92.01895562,Overweight
Male,1.82146257,90.3014487,Overweight
Male,1.669520712,70.86193777,Overweight
Male,1.62301779,76.33932403,Overweight
Male,1.786026647,91.40363604,Overweight
Male,1.671033737,79.19030486,Overweight
Male,1.77361759,89.32623182,Overweight
Male,1.735611212,89.70088896,Overweight
Male,1.720636367,75.13446816,Overweight
Male,1.905860792,105.6352796,Overweight
Male,1.864463086,87.4218769,Overweight
Male,1.766690952,87.17206749,Overweight
Male,1.639291611,71.2725831,Overweight
Male,1.715687741,74.16011592,Overweight
Male,1.856650541,93.05783612,Overweight
Male,1.690471119,77.75863785,Overweight
Male,1.879386746,94.78466339,Overweight
Male,1.799912277,95.14505605,Overweight
Male,1.817845836,93.55809356,Overweight
Male,1.672295135,80.38180788,Overweight
Male,1.784998555,96.032799,Obesity
Male,1.569047459,67.81873493,Overweight
Male,1.900553611,99.94281333,Overweight
Male,1.818770705,87.28376219,Overweight
Male,1.708406631,74.11081509,Overweight
Male,1.801474539,90.6178716,Overweight
Male,1.906515584,99.1478122,Overweight
Male,1.856762257,101.2446608,Overweight
Male,1.794814598,98.86123033,Obesity
Male,1.705474551,77.65847885,Overweight
Male,1.704928097,66.92203661,Normal
Male,1.765933577,77.12750739,Normal
Male,1.656707168,72.95395668,Overweight
Male,1.737625756,83.97245979,Overweight
Male,1.746591978,80.32360821,Overweight
Male,1.725596468,85.67631524,Overweight
Male,1.758640849,72.23220641,Normal
Male,1.739029388,85.31125498,Overweight
Male,1.668635057,68.47452935,Normal
Male,1.76354735,78.1656411,Overweight
Male,1.679838942,75.46129725,Overweight
Male,1.800277023,84.52225362,Overweight
Male,1.675715851,85.12033951,Obesity
Male,1.649453532,74.33474701,Overweight
Male,1.736562524,89.33472049,Overweight
Male,1.765949003,86.04975843,Overweight
Male,1.687972294,85.71747894,Obesity
Male,1.764654377,80.44178231,Overweight
Male,1.745744507,83.5200909,Overweight
Male,1.874044372,100.3527375,Overweight
Male,1.943147837,98.82968927,Overweight
Male,1.809132829,90.34770781,Overweight
Male,1.638457745,74.6160503,Overweight
Male,1.689196899,74.05791563,Overweight
Male,1.757944491,85.10511751,Overweight
Male,1.614077791,68.1960415,Overweight
Male,1.771170662,91.94631998,Overweight
Male,1.742648495,82.42893205,Overweight
Male,1.815188908,93.70795987,Overweight
Male,1.765540995,92.52615258,Overweight
Male,1.873494748,105.0558403,Overweight
Male,1.734255784,88.5365908,Overweight
Male,1.840347689,90.84994371,Overweight
Male,1.797537509,88.61058406,Overweight
Male,1.789484375,85.32012781,Overweight
Male,1.750164111,88.29611429,Overweight
Male,1.758656051,89.54454534,Overweight
Male,1.708857321,70.94920149,Normal
Male,1.815179623,94.24214532,Overweight
Male,1.748552091,77.98205824,Overweight
Male,1.813711504,98.3946695,Overweight
Male,1.781679801,86.44800221,Overweight
Male,1.795264152,93.4943101,Overweight
Male,1.740944348,91.22138467,Obesity
Male,1.814442064,93.7094123,Overweight
Male,1.65660884,72.11531571,Overweight
Male,1.797638046,94.44854381,Overweight
