Commune
id;Code postal;Commune;Code commune
;1370.0;SAINT-ETIENNE-DU-BOIS;350
;1170.0;CHEVRY;103
;1220.0;DIVONNE-LES-BAINS;143
;1630.0;PERON;288
;1200.0;VALSERHONE;33
;1350.0;CULOZ;138
;1630.0;ST-GENIS-POUILLY;354
;1630.0;ST-GENIS-POUILLY;354
;1220.0;DIVONNE-LES-BAINS;143
;1630.0;ST-GENIS-POUILLY;354
;1630.0;PERON;288
;1100.0;OYONNAX;283
;1130.0;ST-GERMAIN-DE-JOUX;357
;1170.0;GEX;173
;1200.0;VALSERHONE;33
;1220.0;DIVONNE-LES-BAINS;143
;1500.0;AMBERIEU-EN-BUGEY;4
;1170.0;CESSY;71
;1150.0;SAULT-BRENAZ;396
;1210.0;FERNEY-VOLTAIRE;160
;1170.0;CHEVRY;103
;1170.0;SEGNY;399
;1150.0;LAGNIEU;202
;1130.0;LE POIZAT-LALLEYRIAT;204
;1170.0;GEX;173
;1630.0;ST-GENIS-POUILLY;354
;1500.0;AMBERIEU-EN-BUGEY;4
;1300.0;BELLEY;34
;1210.0;ORNEX;281
;1630.0;ST-GENIS-POUILLY;354
;1210.0;FERNEY-VOLTAIRE;160
;1350.0;CULOZ;138
;1150.0;LAGNIEU;202
;1590.0;DORTAN;148
;1500.0;AMBERIEU-EN-BUGEY;4
;1300.0;BELLEY;34
;1150.0;LAGNIEU;202
;1210.0;FERNEY-VOLTAIRE;160
;1210.0;FERNEY-VOLTAIRE;160
;1280.0;PREVESSIN-MOENS;313
;1110.0;BRENOD;60
;1500.0;AMBERIEU-EN-BUGEY;4
;1640.0;SAINT-JEAN-LE-VIEUX;363
;1210.0;FERNEY-VOLTAIRE;160
;1130.0;NANTUA;269
;1500.0;SAINT-DENIS-EN-BUGEY;345
;1710.0;THOIRY;419
;1100.0;OYONNAX;283
;1100.0;BELLIGNAT;31
;1630.0;ST-GENIS-POUILLY;354
;1280.0;PREVESSIN-MOENS;313
;1210.0;FERNEY-VOLTAIRE;160
;1110.0;PLATEAU D'HAUTEVILLE;185
;1170.0;GEX;173
;1210.0;FERNEY-VOLTAIRE;160
;1630.0;ST-GENIS-POUILLY;354
;1630.0;ST-GENIS-POUILLY;354
;1410.0;LELEX;210
;1300.0;BELLEY;34
;1170.0;SEGNY;399
;1170.0;GEX;173
;1500.0;AMBERIEU-EN-BUGEY;4
;1200.0;VALSERHONE;33
;1210.0;ORNEX;281
;1170.0;CESSY;71
;1170.0;GEX;173
;1150.0;LAGNIEU;202
;1280.0;PREVESSIN-MOENS;313
;1170.0;GEX;173
;1170.0;VESANCY;436
;1200.0;VALSERHONE;33
;1710.0;THOIRY;419
;1710.0;THOIRY;419
;1580.0;IZERNORE;192
;1500.0;AMBERIEU-EN-BUGEY;4
;1500.0;AMBERIEU-EN-BUGEY;4
;1630.0;ST-GENIS-POUILLY;354
;1210.0;FERNEY-VOLTAIRE;160
;1210.0;ORNEX;281
;1170.0;ECHENEVEX;153
;1170.0;CHEVRY;103
;1280.0;PREVESSIN-MOENS;313
;1280.0;PREVESSIN-MOENS;313
;1710.0;THOIRY;419
;1210.0;VERSONNEX;435
;1200.0;VALSERHONE;33
;1220.0;DIVONNE-LES-BAINS;143
;1500.0;AMBERIEU-EN-BUGEY;4
;1200.0;VALSERHONE;33
;1200.0;VALSERHONE;33
;1220.0;DIVONNE-LES-BAINS;143
;1170.0;GEX;173
;1150.0;SAINT-VULBAS;390
;1210.0;FERNEY-VOLTAIRE;160
;1300.0;BELLEY;34
;1100.0;OYONNAX;283
;1210.0;FERNEY-VOLTAIRE;160
;1170.0;GEX;173
;1500.0;AMBERIEU-EN-BUGEY;4
;1550.0;COLLONGES;109
;1170.0;ECHENEVEX;153
;1210.0;ORNEX;281
;1260.0;CHAMPAGNE-EN-VALROMEY;79
;1630.0;ST-GENIS-POUILLY;354
;1640.0;JUJURIEUX;199
;1200.0;VALSERHONE;33
;1580.0;MATAFELON-GRANGES;240
;1200.0;VALSERHONE;33
;1710.0;THOIRY;419
;1100.0;OYONNAX;283
;1200.0;VALSERHONE;33
;1260.0;HAUT-VALROMEY;187
;1130.0;NANTUA;269
;1280.0;PREVESSIN-MOENS;313
;1170.0;CESSY;71
;1100.0;OYONNAX;283
;1100.0;ARBENT;14
;1200.0;VALSERHONE;33
;1150.0;SAINT-VULBAS;390
;1170.0;GEX;173
;1300.0;BELLEY;34
;1350.0;CULOZ;138
;1360.0;LOYETTES;224
;1210.0;FERNEY-VOLTAIRE;160
;1710.0;THOIRY;419
;1220.0;DIVONNE-LES-BAINS;143
;1210.0;FERNEY-VOLTAIRE;160
;1410.0;LELEX;210
;1210.0;FERNEY-VOLTAIRE;160
;1640.0;JUJURIEUX;199
;1200.0;VALSERHONE;33
;1170.0;GEX;173
;1170.0;CHEVRY;103
;1170.0;CESSY;71
;1200.0;VALSERHONE;33
;1200.0;VALSERHONE;33
;1630.0;ST-GENIS-POUILLY;354
;1220.0;DIVONNE-LES-BAINS;143
;1200.0;VALSERHONE;33
;1170.0;GEX;173
;1150.0;LAGNIEU;202
;1630.0;ST-GENIS-POUILLY;354
;1170.0;SEGNY;399
;1500.0;AMBERIEU-EN-BUGEY;4
;1300.0;BELLEY;34
;1630.0;ST-GENIS-POUILLY;354
;1410.0;MIJOUX;247
;1210.0;FERNEY-VOLTAIRE;160
;1630.0;SERGY;401
;1500.0;AMBERIEU-EN-BUGEY;4
;1200.0;VALSERHONE;33
;1200.0;VALSERHONE;33
;1100.0;BELLIGNAT;31
;1210.0;FERNEY-VOLTAIRE;160
;1200.0;VALSERHONE;33
;1170.0;GEX;173
;1210.0;ORNEX;281
;1710.0;THOIRY;419
;1170.0;GEX;173
;1630.0;SERGY;401
;1210.0;FERNEY-VOLTAIRE;160
;1630.0;ST-GENIS-POUILLY;354
;1220.0;DIVONNE-LES-BAINS;143
;1710.0;THOIRY;419
;1200.0;VALSERHONE;33
;1630.0;ST-GENIS-POUILLY;354
;1300.0;BELLEY;34
;1280.0;PREVESSIN-MOENS;313
;1170.0;CESSY;71
;1220.0;DIVONNE-LES-BAINS;143
;1300.0;BELLEY;34
;1220.0;DIVONNE-LES-BAINS;143
;1170.0;CESSY;71
;1220.0;DIVONNE-LES-BAINS;143
;1170.0;GEX;173
;1150.0;LAGNIEU;202
;1550.0;FARGES;158
;1630.0;ST-GENIS-POUILLY;354
;1170.0;CROZET;135
;1330.0;VILLARS-LES-DOMBES;443
;1800.0;MEXIMIEUX;244
;1090.0;MONTCEAUX;258
;1120.0;MONTLUEL;262
;1480.0;JASSANS-RIOTTIER;194
;1480.0;BEAUREGARD;30
;1800.0;MEXIMIEUX;244
;1120.0;DAGNEUX;142
;1390.0;MIONNAY;248
;1800.0;VILLIEU-LOYES-MOLLON;450
;2300.0;CHAUNY;173
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2800.0;LA FERE;304
;2000.0;LAON;408
;2300.0;CHAUNY;173
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;URCEL;755
;2300.0;CHAUNY;173
;2000.0;LAON;408
;2000.0;LAON;408
;2410.0;SAINT GOBAIN;680
;2700.0;TERGNIER;738
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2670.0;FOLEMBRAY;318
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2000.0;LAON;408
;2100.0;SAINT QUENTIN;691
;2100.0;SAINT QUENTIN;691
;2100.0;SAINT QUENTIN;691
;2100.0;SAINT QUENTIN;691
;2200.0;SOISSONS;722
;2200.0;COURMELLES;226
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2290.0;VIC SUR AISNE;795
;2290.0;VIC SUR AISNE;795
;2600.0;VILLERS-COTTERETS;810
;2600.0;LARGNY SUR AUTOMNE;410
;2600.0;VILLERS-COTTERETS;810
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2880.0;NANTEUIL LA FOSSE;537
;2370.0;VAILLY-SUR-AISNE;758
;2600.0;VILLERS-COTTERETS;810
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2600.0;VILLERS-COTTERETS;810
;2600.0;COEUVRES ET VALSERY;201
;2600.0;VILLERS-COTTERETS;810
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;BELLEU;64
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2600.0;VILLERS-COTTERETS;810
;2200.0;SOISSONS;722
;2600.0;VILLERS-COTTERETS;810
;2600.0;VILLERS-COTTERETS;810
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2600.0;COEUVRES ET VALSERY;201
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2200.0;SOISSONS;722
;2400.0;CHATEAU THIERRY;168
;2400.0;CHATEAU THIERRY;168
;2400.0;CHATEAU THIERRY;168
;2400.0;CHATEAU THIERRY;168
;2130.0;FERE EN TARDENOIS;305
;3000.0;MOULINS;190
;3000.0;MOULINS;190
;3000.0;MOULINS;190
;3000.0;MOULINS;190
;3000.0;MOULINS;190
;3400.0;YZEURE;321
;3000.0;MOULINS;190
;3400.0;YZEURE;321
;3400.0;YZEURE;321
;3400.0;YZEURE;321
;3000.0;MOULINS;190
;3300.0;CUSSET;95
;3200.0;VICHY;310
;3200.0;VICHY;310
;3200.0;VICHY;310
;3200.0;VICHY;310
;3200.0;VICHY;310
;4200.0;SISTERON;209
;4500.0;RIEZ;166
;4400.0;ENCHASTRAYES;73
;4160.0;CHATEAU-ARNOUX-SAINT-AUBAN;49
;4000.0;DIGNE-LES-BAINS;70
;4140.0;MONTCLAR;126
;4200.0;SISTERON;209
;4260.0;ALLOS;6
;4120.0;CASTELLANE;39
;4850.0;JAUSIERS;96
;4340.0;LE LAUZET UBAYE;102
;4140.0;SEYNE;205
;4260.0;ALLOS;6
;4000.0;DIGNE-LES-BAINS;70
;4000.0;DIGNE-LES-BAINS;70
;4140.0;MONTCLAR;126
;4500.0;SAINTE CROIX DU VERDON;176
;4260.0;ALLOS;6
;4400.0;FAUCON-DE-BARCELONNETTE;86
;4400.0;ENCHASTRAYES;73
;4400.0;BARCELONNETTE;19
;4850.0;JAUSIERS;96
;4800.0;GREOUX-LES-BAINS;94
;4000.0;DIGNE-LES-BAINS;70
;4000.0;DIGNE-LES-BAINS;70
;4000.0;DIGNE-LES-BAINS;70
;4400.0;ENCHASTRAYES;73
;4800.0;SAINT-MARTIN-DE-BROMES;189
;4260.0;ALLOS;6
;4200.0;PEIPIN;145
;4800.0;GREOUX-LES-BAINS;94
;4400.0;ENCHASTRAYES;73
;4000.0;DIGNE-LES-BAINS;70
;4400.0;ENCHASTRAYES;73
;4800.0;GREOUX-LES-BAINS;94
;4130.0;VOLX;245
;4300.0;FORCALQUIER;88
;4200.0;SISTERON;209
;4200.0;SISTERON;209
;4140.0;SELONNET;203
;4260.0;ALLOS;6
;4100.0;MANOSQUE;112
;4300.0;FORCALQUIER;88
;4260.0;ALLOS;6
;4100.0;MANOSQUE;112
;4400.0;BARCELONNETTE;19
;4300.0;FORCALQUIER;88
;4800.0;GREOUX-LES-BAINS;94
;4260.0;ALLOS;6
;4500.0;RIEZ;166
;4200.0;SISTERON;209
;4300.0;FORCALQUIER;88
;4100.0;MANOSQUE;112
;4400.0;UVERNET-FOURS;226
;4200.0;NOYERS-SUR-JABRON;139
;4200.0;SISTERON;209
;4140.0;SEYNE;205
;4300.0;PIERRERUE;151
;4260.0;ALLOS;6
;4000.0;DIGNE-LES-BAINS;70
;4700.0;ORAISON;143
;4800.0;GREOUX-LES-BAINS;94
;4100.0;MANOSQUE;112
;4800.0;GREOUX-LES-BAINS;94
;4000.0;DIGNE-LES-BAINS;70
;4800.0;GREOUX-LES-BAINS;94
;4100.0;MANOSQUE;112
;4300.0;FORCALQUIER;88
;4800.0;GREOUX-LES-BAINS;94
;4400.0;UVERNET-FOURS;226
;4260.0;ALLOS;6
;4400.0;UVERNET-FOURS;226
;4140.0;MONTCLAR;126
;4140.0;SEYNE;205
;4800.0;GREOUX-LES-BAINS;94
;4800.0;GREOUX-LES-BAINS;94
;4300.0;FORCALQUIER;88
;4800.0;GREOUX-LES-BAINS;94
;4100.0;MANOSQUE;112
;4000.0;DIGNE-LES-BAINS;70
;4160.0;L ESCALE;79
;4800.0;GREOUX-LES-BAINS;94
;4120.0;CASTELLANE;39
;4400.0;UVERNET-FOURS;226
;4180.0;VILLENEUVE;242
;4100.0;MANOSQUE;112
;4000.0;DIGNE-LES-BAINS;70
;4100.0;MANOSQUE;112
;4850.0;JAUSIERS;96
;4100.0;MANOSQUE;112
;4850.0;JAUSIERS;96
;4000.0;DIGNE-LES-BAINS;70
;4400.0;UVERNET-FOURS;226
;4210.0;VALENSOLE;230
;4200.0;SISTERON;209
;4000.0;DIGNE-LES-BAINS;70
;4200.0;SISTERON;209
;4100.0;MANOSQUE;112
;4160.0;CHATEAU-ARNOUX-SAINT-AUBAN;49
;4140.0;SEYNE;205
;4260.0;ALLOS;6
;4000.0;DIGNE-LES-BAINS;70
;4400.0;UVERNET-FOURS;226
;4300.0;FORCALQUIER;88
;4160.0;CHATEAU-ARNOUX-SAINT-AUBAN;49
;4290.0;VOLONNE;244
;4400.0;BARCELONNETTE;19
;4300.0;FORCALQUIER;88
;4220.0;SAINTE-TULLE;197
;4800.0;GREOUX-LES-BAINS;94
;4300.0;FORCALQUIER;88
;4100.0;MANOSQUE;112
;4260.0;ALLOS;6
;4300.0;FORCALQUIER;88
;4400.0;BARCELONNETTE;19
;4260.0;ALLOS;6
;4000.0;DIGNE-LES-BAINS;70
;4140.0;SEYNE;205
;4400.0;BARCELONNETTE;19
;4230.0;SAINT-ETIENNE-LES-ORGUES;178
;4120.0;DEMANDOLX;69
;4330.0;BARREME;22
;4100.0;MANOSQUE;112
;4400.0;UVERNET-FOURS;226
;4400.0;ENCHASTRAYES;73
;4400.0;ENCHASTRAYES;73
;4400.0;ENCHASTRAYES;73
;4260.0;ALLOS;6
;4400.0;BARCELONNETTE;19
;4100.0;MANOSQUE;112
;4100.0;MANOSQUE;112
;4260.0;ALLOS;6
;4120.0;CASTELLANE;39
;4850.0;JAUSIERS;96
;4400.0;UVERNET-FOURS;226
;4800.0;GREOUX-LES-BAINS;94
;4400.0;UVERNET-FOURS;226
;4800.0;SAINT-MARTIN-DE-BROMES;189
;4000.0;DIGNE-LES-BAINS;70
;4000.0;DIGNE-LES-BAINS;70
;4100.0;MANOSQUE;112
;4260.0;ALLOS;6
;4400.0;BARCELONNETTE;19
;4260.0;ALLOS;6
;4210.0;VALENSOLE;230
;4800.0;GREOUX-LES-BAINS;94
;4800.0;GREOUX-LES-BAINS;94
;4700.0;ORAISON;143
;4800.0;GREOUX-LES-BAINS;94
;4260.0;ALLOS;6
;4100.0;MANOSQUE;112
;4140.0;SEYNE;205
;4000.0;DIGNE-LES-BAINS;70
;4800.0;SAINT-MARTIN-DE-BROMES;189
;4000.0;DIGNE-LES-BAINS;70
;4180.0;VILLENEUVE;242
;4800.0;GREOUX-LES-BAINS;94
;4400.0;UVERNET-FOURS;226
;4100.0;MANOSQUE;112
;4400.0;UVERNET-FOURS;226
;4160.0;L ESCALE;79
;4200.0;SISTERON;209
;5300.0;LARAGNE-MONTEGLIN;70
;5260.0;SAINT-MICHEL-DE-CHAILLOL;153
;5230.0;MONTGARDIN;84
;5560.0;VARS;177
;5200.0;EMBRUN;46
;5200.0;SAINT-SAUVEUR;156
;5560.0;VARS;177
;5100.0;BRIANCON;23
;5170.0;ORCIERES;96
;5560.0;VARS;177
;5340.0;VALLOUISE-PELVOUX;101
;5120.0;L'ARGENTIERE-LA-BESSEE;6
;5300.0;LARAGNE-MONTEGLIN;70
;5100.0;BRIANCON;23
;5100.0;BRIANCON;23
;5100.0;BRIANCON;23
;5000.0;GAP;61
;5250.0;LE DEVOLUY;139
;5800.0;LA CHAPELLE-EN-VALGAUDEMAR;64
;5100.0;BRIANCON;23
;5460.0;ABRIES-RISTOLAS;1
;5000.0;GAP;61
;5240.0;LA SALLE;161
;5400.0;VEYNES;179
;5100.0;BRIANCON;23
;5260.0;ANCELLE;4
;5100.0;BRIANCON;23
;5170.0;ORCIERES;96
;5200.0;LES ORRES;98
;5700.0;SERRES;166
;5600.0;RISOUL;119
;5100.0;BRIANCON;23
;5230.0;CHORGES;40
;5290.0;PUY SAINT VINCENT;110
;5000.0;GAP;61
;5500.0;SAINT-BONNET-EN-CHAMPSAUR;132
;5200.0;EMBRUN;46
;5000.0;GAP;61
;5100.0;NEVACHE;93
;5240.0;LA SALLE;161
;5250.0;LE DEVOLUY;139
;5100.0;BRIANCON;23
;5000.0;GAP;61
;5170.0;ORCIERES;96
;5170.0;ORCIERES;96
;5220.0;LE MONETIER-LES-BAINS;79
;5250.0;LE DEVOLUY;139
;5230.0;LA BATIE NEUVE;17
;5250.0;LE DEVOLUY;139
;5170.0;ORCIERES;96
;5000.0;GAP;61
;5250.0;LE DEVOLUY;139
;5400.0;VEYNES;179
;5700.0;SERRES;166
;5250.0;LE DEVOLUY;139
;5600.0;GUILLESTRE;65
;5170.0;ORCIERES;96
;5290.0;PUY SAINT VINCENT;110
;5230.0;CHORGES;40
;5250.0;LE DEVOLUY;139
;5200.0;LES ORRES;98
;5250.0;LE DEVOLUY;139
;5000.0;GAP;61
;5230.0;CHORGES;40
;5500.0;SAINT-BONNET-EN-CHAMPSAUR;132
;5340.0;VALLOUISE-PELVOUX;101
;5160.0;SAVINES-LE-LAC;164
;5100.0;MONTGENEVRE;85
;5160.0;SAVINES-LE-LAC;164
;5250.0;LE DEVOLUY;139
;5250.0;LE DEVOLUY;139
;5560.0;VARS;177
;5500.0;LAYE;72
;5250.0;LE DEVOLUY;139
;5100.0;BRIANCON;23
;5290.0;PUY SAINT VINCENT;110
;5290.0;PUY SAINT VINCENT;110
;5200.0;PUY-SANIERES;111
;5200.0;EMBRUN;46
;5200.0;LES ORRES;98
;5200.0;LES ORRES;98
;5100.0;BRIANCON;23
;5600.0;RISOUL;119
;5600.0;RISOUL;119
;5250.0;LE DEVOLUY;139
;5000.0;GAP;61
;5260.0;SAINT-MICHEL-DE-CHAILLOL;153
;5330.0;SAINT-CHAFFREY;133
;5240.0;LA SALLE;161
;5200.0;LES ORRES;98
;5240.0;LA SALLE;161
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6730.0;SAINT-ANDRE DE LA ROCHE;114
;6300.0;NICE;88
;6100.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6100.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6300.0;NICE;88
;6340.0;LA TRINITE;149
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6340.0;LA TRINITE;149
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6340.0;LA TRINITE;149
;6340.0;LA TRINITE;149
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6100.0;NICE;88
;6300.0;NICE;88
;6340.0;LA TRINITE;149
;6000.0;NICE;88
;6300.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6730.0;SAINT-ANDRE DE LA ROCHE;114
;6000.0;NICE;88
;6000.0;NICE;88
;6340.0;LA TRINITE;149
;6340.0;LA TRINITE;149
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6340.0;LA TRINITE;149
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6950.0;FALICON;60
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6340.0;LA TRINITE;149
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6730.0;SAINT-ANDRE DE LA ROCHE;114
;6300.0;NICE;88
;6340.0;LA TRINITE;149
;6100.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6950.0;FALICON;60
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6340.0;LA TRINITE;149
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6340.0;LA TRINITE;149
;6300.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6340.0;LA TRINITE;149
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6300.0;NICE;88
;6300.0;NICE;88
;6340.0;LA TRINITE;149
;6100.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6100.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6000.0;NICE;88
;6000.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
;6200.0;NICE;88
